Case ID,Country,Crime Type,Reason for Crime,Year,Reported Cases
4445,United Kingdom,Identity Theft,Espionage,2013,2702
4536,Australia,Identity Theft,Revenge,2023,4822
4549,Nigeria,Identity Theft,Espionage,2019,2549
4559,Australia,Identity Theft,Espionage,2005,792
4567,Nigeria,Identity Theft,Espionage,2020,1438
4575,Canada,Identity Theft,Espionage,2010,4950
4576,South Africa,Identity Theft,Unemployment,2019,2796
4587,Canada,Identity Theft,Unemployment,2011,3059
4601,Nigeria,Identity Theft,Unemployment,2003,3326
4649,Russia,Identity Theft,Unemployment,2007,4251
4653,India,Identity Theft,Revenge,2019,1797
4676,United Kingdom,Identity Theft,Unemployment,2015,51
4,Russia,Identity Theft,Financial Gain,2016,4352
171,South Africa,Identity Theft,Financial Gain,2001,661
223,Nigeria,Identity Theft,Financial Gain,2007,4327
225,South Africa,Identity Theft,Financial Gain,2021,1297
267,Australia,Identity Theft,Financial Gain,2011,4020
328,China,Identity Theft,Financial Gain,2010,2383
524,Australia,Identity Theft,Financial Gain,2022,2486
592,Australia,Identity Theft,Financial Gain,2014,2639
651,Canada,Identity Theft,Financial Gain,2001,480
741,United Kingdom,Identity Theft,Financial Gain,2019,1737
846,Russia,Identity Theft,Financial Gain,2002,4651
1027,China,Identity Theft,Financial Gain,2001,3777
1089,India,Identity Theft,Financial Gain,2003,2441
1281,United Kingdom,Identity Theft,Financial Gain,2018,277
1283,United Kingdom,Identity Theft,Financial Gain,2015,3499
1343,South Africa,Identity Theft,Financial Gain,2005,2494
1368,United States,Identity Theft,Financial Gain,2016,1679
1396,India,Identity Theft,Financial Gain,2009,2498
1403,United Kingdom,Identity Theft,Financial Gain,2015,2891
1535,Nigeria,Identity Theft,Financial Gain,2001,2815
1597,Brazil,Identity Theft,Financial Gain,2016,2177
1654,Brazil,Identity Theft,Financial Gain,2003,3114
1698,India,Identity Theft,Financial Gain,2019,1718
1721,Russia,Identity Theft,Financial Gain,2013,1706
1831,Canada,Identity Theft,Financial Gain,2009,617
1872,Russia,Identity Theft,Financial Gain,2013,844
2036,Canada,Identity Theft,Financial Gain,2021,4214
2048,Canada,Identity Theft,Financial Gain,2001,705
2089,United States,Identity Theft,Financial Gain,2018,4644
2146,Brazil,Identity Theft,Financial Gain,2012,1257
2149,Canada,Identity Theft,Financial Gain,2017,217
2177,Brazil,Identity Theft,Financial Gain,2002,703
2299,United Kingdom,Identity Theft,Financial Gain,2006,2412
2369,China,Identity Theft,Financial Gain,2023,4520
2384,Nigeria,Identity Theft,Financial Gain,2000,3849
2421,Germany,Identity Theft,Financial Gain,2013,3768
2645,Germany,Identity Theft,Financial Gain,2001,4130
2677,China,Identity Theft,Financial Gain,2010,2243
2761,India,Identity Theft,Financial Gain,2000,2495
2790,United States,Identity Theft,Financial Gain,2005,945
3023,United States,Identity Theft,Financial Gain,2022,2801
3090,Brazil,Identity Theft,Financial Gain,2008,4438
3113,United States,Identity Theft,Financial Gain,2018,599
3128,Russia,Identity Theft,Financial Gain,2008,3681
3145,Germany,Identity Theft,Financial Gain,2017,1437
3325,Nigeria,Identity Theft,Financial Gain,2022,2590
3408,South Africa,Identity Theft,Financial Gain,2023,1274
3431,Nigeria,Identity Theft,Financial Gain,2003,3099
3579,United Kingdom,Identity Theft,Financial Gain,2002,1637
3797,Germany,Identity Theft,Financial Gain,2012,554
3799,Nigeria,Identity Theft,Financial Gain,2023,1075
3843,Brazil,Identity Theft,Financial Gain,2020,2341
3869,Canada,Identity Theft,Financial Gain,2003,4042
3871,Australia,Identity Theft,Financial Gain,2017,3797
3875,Australia,Identity Theft,Financial Gain,2017,3871
3992,United States,Identity Theft,Financial Gain,2011,1182
4058,South Africa,Identity Theft,Financial Gain,2010,1327
4178,United States,Identity Theft,Financial Gain,2011,2124
4183,Brazil,Identity Theft,Financial Gain,2001,1524
4367,United Kingdom,Identity Theft,Financial Gain,2004,4477
4416,Russia,Identity Theft,Financial Gain,2004,441
4477,India,Identity Theft,Financial Gain,2019,1082
4592,United Kingdom,Identity Theft,Financial Gain,2016,1951
4594,India,Identity Theft,Financial Gain,2013,375
21,Nigeria,Identity Theft,Political Motive,2007,2184
76,United Kingdom,Identity Theft,Political Motive,2005,493
237,United Kingdom,Identity Theft,Political Motive,2003,2364
240,Nigeria,Identity Theft,Political Motive,2014,1285
286,India,Identity Theft,Political Motive,2014,1401
353,Nigeria,Identity Theft,Political Motive,2020,28
369,Canada,Identity Theft,Political Motive,2007,758
454,Canada,Identity Theft,Political Motive,2017,2192
542,Germany,Identity Theft,Political Motive,2014,2247
565,South Africa,Identity Theft,Political Motive,2021,3930
615,Nigeria,Identity Theft,Political Motive,2016,3267
708,India,Identity Theft,Political Motive,2000,424
780,Brazil,Identity Theft,Political Motive,2017,3672
856,Russia,Identity Theft,Political Motive,2021,727
894,India,Identity Theft,Political Motive,2000,4183
998,South Africa,Identity Theft,Political Motive,2008,1403
1251,China,Identity Theft,Political Motive,2009,452
1253,United Kingdom,Identity Theft,Political Motive,2015,3413
1330,Australia,Identity Theft,Political Motive,2012,2941
1345,Australia,Identity Theft,Political Motive,2018,1629
1428,Nigeria,Identity Theft,Political Motive,2003,2924
1479,Nigeria,Identity Theft,Political Motive,2009,4193
1498,United Kingdom,Identity Theft,Political Motive,2022,3576
1621,India,Identity Theft,Political Motive,2000,4838
1662,Canada,Identity Theft,Political Motive,2018,3779
1670,China,Identity Theft,Political Motive,2008,485
1696,Australia,Identity Theft,Political Motive,2017,2363
1761,United Kingdom,Identity Theft,Political Motive,2023,4669
1855,China,Identity Theft,Political Motive,2009,4014
1865,United States,Identity Theft,Political Motive,2009,4203
1873,Australia,Identity Theft,Political Motive,2001,3810
1962,United States,Identity Theft,Political Motive,2001,3261
2068,United Kingdom,Identity Theft,Political Motive,2000,4594
2201,Russia,Identity Theft,Political Motive,2000,2770
2323,Canada,Identity Theft,Political Motive,2020,4234
2330,Russia,Identity Theft,Political Motive,2020,3558
2331,Australia,Identity Theft,Political Motive,2000,1530
2377,South Africa,Identity Theft,Political Motive,2020,3135
2430,China,Identity Theft,Political Motive,2011,4075
2459,United Kingdom,Identity Theft,Political Motive,2020,2984
2502,Brazil,Identity Theft,Political Motive,2022,2263
2553,Australia,Identity Theft,Political Motive,2019,3943
2681,Brazil,Identity Theft,Political Motive,2023,4432
2848,Nigeria,Identity Theft,Political Motive,2004,2113
2951,Nigeria,Identity Theft,Political Motive,2022,95
2960,Nigeria,Identity Theft,Political Motive,2019,225
3070,Germany,Identity Theft,Political Motive,2009,2154
3169,Germany,Identity Theft,Political Motive,2003,3979
3243,Australia,Identity Theft,Political Motive,2011,3458
3313,Brazil,Identity Theft,Political Motive,2006,2740
3461,Nigeria,Identity Theft,Political Motive,2006,1757
3570,Russia,Identity Theft,Political Motive,2006,1793
3575,Nigeria,Identity Theft,Political Motive,2009,4587
3581,China,Identity Theft,Political Motive,2003,1105
3587,Australia,Identity Theft,Political Motive,2003,3074
3612,United States,Identity Theft,Political Motive,2001,1156
3640,Australia,Identity Theft,Political Motive,2017,2929
3891,United Kingdom,Identity Theft,Political Motive,2014,2649
4009,United Kingdom,Identity Theft,Political Motive,2019,2568
4092,United States,Identity Theft,Political Motive,2017,3225
4133,Brazil,Identity Theft,Political Motive,2013,1045
4186,South Africa,Identity Theft,Political Motive,2006,2379
4200,South Africa,Identity Theft,Political Motive,2021,3852
4251,Brazil,Identity Theft,Political Motive,2010,2896
4408,Brazil,Identity Theft,Political Motive,2008,4836
4456,Germany,Identity Theft,Political Motive,2023,2619
4574,Nigeria,Identity Theft,Political Motive,2012,3484
4598,Nigeria,Identity Theft,Political Motive,2009,3779
4679,Russia,Identity Theft,Political Motive,2000,1345
12,Germany,Identity Theft,Peer Influence,2008,4353
47,Canada,Identity Theft,Peer Influence,2006,231
52,South Africa,Identity Theft,Peer Influence,2011,188
95,Brazil,Identity Theft,Peer Influence,2000,3760
188,South Africa,Identity Theft,Peer Influence,2014,3677
349,Russia,Identity Theft,Peer Influence,2004,4081
396,India,Identity Theft,Peer Influence,2015,451
403,South Africa,Identity Theft,Peer Influence,2008,3412
414,Canada,Identity Theft,Peer Influence,2017,640
471,Germany,Identity Theft,Peer Influence,2004,2289
533,India,Identity Theft,Peer Influence,2013,452
579,Germany,Identity Theft,Peer Influence,2020,1480
726,Germany,Identity Theft,Peer Influence,2007,4036
737,Nigeria,Identity Theft,Peer Influence,2009,4576
739,India,Identity Theft,Peer Influence,2010,2219
781,India,Identity Theft,Peer Influence,2019,1988
836,Russia,Identity Theft,Peer Influence,2000,573
876,United Kingdom,Identity Theft,Peer Influence,2018,3828
908,China,Identity Theft,Peer Influence,2000,1084
946,Russia,Identity Theft,Peer Influence,2015,4285
1022,Brazil,Identity Theft,Peer Influence,2020,1374
1023,China,Identity Theft,Peer Influence,2000,4060
1030,India,Identity Theft,Peer Influence,2021,4046
1154,Nigeria,Identity Theft,Peer Influence,2005,2283
1315,Russia,Identity Theft,Peer Influence,2010,323
1411,Australia,Identity Theft,Peer Influence,2003,3964
1630,Canada,Identity Theft,Peer Influence,2009,3860
1653,Germany,Identity Theft,Peer Influence,2002,4180
1661,Russia,Identity Theft,Peer Influence,2020,1586
1688,Nigeria,Identity Theft,Peer Influence,2014,161
1894,South Africa,Identity Theft,Peer Influence,2007,553
1920,Nigeria,Identity Theft,Peer Influence,2017,143
1956,Nigeria,Identity Theft,Peer Influence,2015,2975
2008,Russia,Identity Theft,Peer Influence,2007,4318
2104,Russia,Identity Theft,Peer Influence,2000,831
2133,Russia,Identity Theft,Peer Influence,2022,4889
2218,Nigeria,Identity Theft,Peer Influence,2011,3644
2242,United States,Identity Theft,Peer Influence,2010,4910
2249,China,Identity Theft,Peer Influence,2014,3774
2329,Russia,Identity Theft,Peer Influence,2010,793
2336,India,Identity Theft,Peer Influence,2012,2558
2409,United Kingdom,Identity Theft,Peer Influence,2011,1394
2439,Russia,Identity Theft,Peer Influence,2021,2944
2477,Canada,Identity Theft,Peer Influence,2017,3652
2523,United Kingdom,Identity Theft,Peer Influence,2015,2995
2564,United States,Identity Theft,Peer Influence,2013,520
2747,South Africa,Identity Theft,Peer Influence,2011,2928
2832,Russia,Identity Theft,Peer Influence,2002,383
2844,South Africa,Identity Theft,Peer Influence,2022,54
3011,India,Identity Theft,Peer Influence,2015,761
3046,Nigeria,Identity Theft,Peer Influence,2015,1024
3121,United States,Identity Theft,Peer Influence,2014,771
3185,Russia,Identity Theft,Peer Influence,2023,367
3198,Nigeria,Identity Theft,Peer Influence,2014,3457
3214,United Kingdom,Identity Theft,Peer Influence,2000,4120
3235,Brazil,Identity Theft,Peer Influence,2019,3622
3307,Australia,Identity Theft,Peer Influence,2006,2112
3341,Russia,Identity Theft,Peer Influence,2017,4016
3425,Brazil,Identity Theft,Peer Influence,2003,79
3454,United States,Identity Theft,Peer Influence,2005,4256
3743,South Africa,Identity Theft,Peer Influence,2008,3315
3811,Brazil,Identity Theft,Peer Influence,2005,4285
3892,China,Identity Theft,Peer Influence,2004,2451
4063,India,Identity Theft,Peer Influence,2000,1598
4179,Russia,Identity Theft,Peer Influence,2017,23
4227,Russia,Identity Theft,Peer Influence,2013,3353
4379,India,Identity Theft,Peer Influence,2016,3428
4384,Russia,Identity Theft,Peer Influence,2004,1853
4508,China,Identity Theft,Peer Influence,2008,2927
4599,South Africa,Identity Theft,Peer Influence,2010,4756
58,South Africa,Identity Theft,Organized Crime,2020,3357
228,Brazil,Identity Theft,Organized Crime,2001,921
255,Australia,Identity Theft,Organized Crime,2007,2923
312,Russia,Identity Theft,Organized Crime,2019,20
319,Nigeria,Identity Theft,Organized Crime,2000,3370
335,Russia,Identity Theft,Organized Crime,2016,1796
341,United Kingdom,Identity Theft,Organized Crime,2006,1960
364,Nigeria,Identity Theft,Organized Crime,2015,3042
495,Germany,Identity Theft,Organized Crime,2002,1888
571,Russia,Identity Theft,Organized Crime,2023,1759
662,China,Identity Theft,Organized Crime,2018,184
667,Russia,Identity Theft,Organized Crime,2013,4012
750,United States,Identity Theft,Organized Crime,2000,220
767,Russia,Identity Theft,Organized Crime,2012,4247
798,Germany,Identity Theft,Organized Crime,2005,1578
854,China,Identity Theft,Organized Crime,2009,615
930,Russia,Identity Theft,Organized Crime,2007,1751
963,Canada,Identity Theft,Organized Crime,2007,2216
1020,Germany,Identity Theft,Organized Crime,2000,1016
1052,Brazil,Identity Theft,Organized Crime,2011,4572
1130,Canada,Identity Theft,Organized Crime,2017,2156
1219,United States,Identity Theft,Organized Crime,2006,1749
1227,Canada,Identity Theft,Organized Crime,2015,803
1244,Russia,Identity Theft,Organized Crime,2001,2835
1303,South Africa,Identity Theft,Organized Crime,2001,857
1380,Brazil,Identity Theft,Organized Crime,2006,1657
1392,United States,Identity Theft,Organized Crime,2002,238
1434,Nigeria,Identity Theft,Organized Crime,2019,4733
1571,United States,Identity Theft,Organized Crime,2002,171
1581,India,Identity Theft,Organized Crime,2002,4416
1689,Russia,Identity Theft,Organized Crime,2009,5
1695,Nigeria,Identity Theft,Organized Crime,2013,4171
1701,Germany,Identity Theft,Organized Crime,2009,2161
1716,China,Identity Theft,Organized Crime,2006,380
1745,South Africa,Identity Theft,Organized Crime,2000,35
1823,China,Identity Theft,Organized Crime,2015,3991
1828,India,Identity Theft,Organized Crime,2013,2106
1845,Australia,Identity Theft,Organized Crime,2009,908
1975,South Africa,Identity Theft,Organized Crime,2002,3561
1990,Canada,Identity Theft,Organized Crime,2007,2871
2037,Canada,Identity Theft,Organized Crime,2002,205
2077,Nigeria,Identity Theft,Organized Crime,2015,2615
2088,Russia,Identity Theft,Organized Crime,2019,473
2431,China,Identity Theft,Organized Crime,2020,2594
2519,United Kingdom,Identity Theft,Organized Crime,2012,536
2534,Germany,Identity Theft,Organized Crime,2019,2804
2540,United States,Identity Theft,Organized Crime,2013,715
2586,Brazil,Identity Theft,Organized Crime,2012,4199
2838,India,Identity Theft,Organized Crime,2012,1556
2856,Germany,Identity Theft,Organized Crime,2000,956
2861,Canada,Identity Theft,Organized Crime,2002,3722
3057,United States,Identity Theft,Organized Crime,2022,4212
3095,United Kingdom,Identity Theft,Organized Crime,2010,1912
3112,Australia,Identity Theft,Organized Crime,2017,507
3280,United States,Identity Theft,Organized Crime,2010,3087
3348,Germany,Identity Theft,Organized Crime,2002,3529
3426,Canada,Identity Theft,Organized Crime,2007,2811
3467,Russia,Identity Theft,Organized Crime,2006,2072
3521,China,Identity Theft,Organized Crime,2003,1920
3523,South Africa,Identity Theft,Organized Crime,2003,4176
3608,South Africa,Identity Theft,Organized Crime,2023,3989
3610,India,Identity Theft,Organized Crime,2017,4646
3652,Nigeria,Identity Theft,Organized Crime,2015,4916
3801,Canada,Identity Theft,Organized Crime,2008,4159
3885,South Africa,Identity Theft,Organized Crime,2015,2576
3917,China,Identity Theft,Organized Crime,2023,3986
4122,Nigeria,Identity Theft,Organized Crime,2012,1560
4124,Nigeria,Identity Theft,Organized Crime,2015,2201
4163,China,Identity Theft,Organized Crime,2012,4281
4212,Australia,Identity Theft,Organized Crime,2012,207
4259,United States,Identity Theft,Organized Crime,2003,646
4323,China,Identity Theft,Organized Crime,2001,2873
4328,Germany,Identity Theft,Organized Crime,2010,772
4348,India,Identity Theft,Organized Crime,2003,2481
4363,Germany,Identity Theft,Organized Crime,2014,1191
4453,Australia,Identity Theft,Organized Crime,2022,2239
4457,Germany,Identity Theft,Organized Crime,2023,341
4490,United States,Identity Theft,Organized Crime,2006,3412
4703,Canada,Identity Theft,Organized Crime,2013,2833
16,United States,Identity Theft,Challenge,2015,173
63,United Kingdom,Identity Theft,Challenge,2013,3633
72,Australia,Identity Theft,Challenge,2022,4806
78,China,Identity Theft,Challenge,2005,3591
87,Brazil,Identity Theft,Challenge,2014,4421
189,South Africa,Identity Theft,Challenge,2011,2138
245,India,Identity Theft,Challenge,2006,2121
281,United Kingdom,Identity Theft,Challenge,2013,2034
289,India,Identity Theft,Challenge,2004,1802
384,Nigeria,Identity Theft,Challenge,2018,649
535,China,Identity Theft,Challenge,2003,3899
540,United Kingdom,Identity Theft,Challenge,2002,4654
554,South Africa,Identity Theft,Challenge,2014,1164
576,China,Identity Theft,Challenge,2014,4969
676,Australia,Identity Theft,Challenge,2004,1764
686,Australia,Identity Theft,Challenge,2017,129
742,Russia,Identity Theft,Challenge,2007,4753
752,United Kingdom,Identity Theft,Challenge,2004,2020
795,United Kingdom,Identity Theft,Challenge,2016,3417
936,Nigeria,Identity Theft,Challenge,2001,337
1031,United Kingdom,Identity Theft,Challenge,2001,2667
1078,United States,Identity Theft,Challenge,2001,4664
1135,South Africa,Identity Theft,Challenge,2010,3473
1147,Brazil,Identity Theft,Challenge,2023,1905
1250,Nigeria,Identity Theft,Challenge,2017,1843
1261,India,Identity Theft,Challenge,2010,2348
1285,Australia,Identity Theft,Challenge,2021,1721
1393,United States,Identity Theft,Challenge,2019,2428
1458,Australia,Identity Theft,Challenge,2010,3215
1483,Brazil,Identity Theft,Challenge,2023,2916
1489,Brazil,Identity Theft,Challenge,2008,2712
1539,Canada,Identity Theft,Challenge,2002,3676
1596,China,Identity Theft,Challenge,2000,159
1685,China,Identity Theft,Challenge,2022,3193
1693,India,Identity Theft,Challenge,2005,4532
1756,India,Identity Theft,Challenge,2018,4080
2007,Brazil,Identity Theft,Challenge,2012,2581
2015,China,Identity Theft,Challenge,2016,2743
2137,India,Identity Theft,Challenge,2017,4004
2216,Russia,Identity Theft,Challenge,2013,4513
2252,United States,Identity Theft,Challenge,2017,2521
2276,Australia,Identity Theft,Challenge,2019,4700
2425,United States,Identity Theft,Challenge,2015,2249
2435,South Africa,Identity Theft,Challenge,2014,3887
2441,United States,Identity Theft,Challenge,2019,4158
2601,China,Identity Theft,Challenge,2023,3254
2658,Brazil,Identity Theft,Challenge,2014,700
2663,India,Identity Theft,Challenge,2009,2691
2739,Nigeria,Identity Theft,Challenge,2023,779
2824,Australia,Identity Theft,Challenge,2011,2708
2908,India,Identity Theft,Challenge,2001,550
3014,Australia,Identity Theft,Challenge,2011,977
3028,South Africa,Identity Theft,Challenge,2020,4922
3100,India,Identity Theft,Challenge,2000,3980
3181,Russia,Identity Theft,Challenge,2006,3428
3208,Nigeria,Identity Theft,Challenge,2005,2002
3252,India,Identity Theft,Challenge,2014,1722
3266,United States,Identity Theft,Challenge,2006,4715
3305,Nigeria,Identity Theft,Challenge,2003,2254
3318,Germany,Identity Theft,Challenge,2004,3728
3329,Russia,Identity Theft,Challenge,2005,1483
3364,Canada,Identity Theft,Challenge,2000,3844
3475,Russia,Identity Theft,Challenge,2013,874
3562,Australia,Identity Theft,Challenge,2001,4143
3656,Russia,Identity Theft,Challenge,2022,3821
3765,Australia,Identity Theft,Challenge,2006,3344
3850,Nigeria,Identity Theft,Challenge,2014,2036
3854,United States,Identity Theft,Challenge,2019,4223
3866,Nigeria,Identity Theft,Challenge,2012,385
3880,Russia,Identity Theft,Challenge,2013,1412
3906,Australia,Identity Theft,Challenge,2008,2703
3919,Russia,Identity Theft,Challenge,2018,1106
3920,United Kingdom,Identity Theft,Challenge,2015,79
3988,United Kingdom,Identity Theft,Challenge,2011,4389
4001,United Kingdom,Identity Theft,Challenge,2015,1717
4012,Canada,Identity Theft,Challenge,2001,4019
4029,Germany,Identity Theft,Challenge,2007,3057
4052,Australia,Identity Theft,Challenge,2003,2215
4118,China,Identity Theft,Challenge,2008,2604
4195,Brazil,Identity Theft,Challenge,2023,604
4279,United Kingdom,Identity Theft,Challenge,2020,3159
4350,Germany,Identity Theft,Challenge,2003,200
4374,China,Identity Theft,Challenge,2014,1248
4458,United States,Identity Theft,Challenge,2017,2681
4475,South Africa,Identity Theft,Challenge,2015,1399
4513,China,Identity Theft,Challenge,2003,1801
4520,Canada,Identity Theft,Challenge,2019,1277
4527,Russia,Identity Theft,Challenge,2002,1182
4569,Australia,Identity Theft,Challenge,2002,4366
4652,Australia,Identity Theft,Challenge,2006,831
31,Nigeria,Online Fraud,Peer Influence,2022,4068
221,Australia,Online Fraud,Peer Influence,2006,1975
232,Russia,Online Fraud,Peer Influence,2014,3873
279,South Africa,Online Fraud,Peer Influence,2016,525
342,Australia,Online Fraud,Peer Influence,2011,561
397,Russia,Online Fraud,Peer Influence,2014,1318
432,United States,Online Fraud,Peer Influence,2021,3114
488,Australia,Online Fraud,Peer Influence,2004,2764
521,Brazil,Online Fraud,Peer Influence,2008,3262
534,Brazil,Online Fraud,Peer Influence,2001,3377
548,China,Online Fraud,Peer Influence,2009,2456
549,Australia,Online Fraud,Peer Influence,2011,403
648,United States,Online Fraud,Peer Influence,2011,194
703,India,Online Fraud,Peer Influence,2014,948
756,Canada,Online Fraud,Peer Influence,2004,4723
822,India,Online Fraud,Peer Influence,2015,4055
844,United Kingdom,Online Fraud,Peer Influence,2013,248
852,India,Online Fraud,Peer Influence,2012,4496
907,Brazil,Online Fraud,Peer Influence,2019,4213
925,Germany,Online Fraud,Peer Influence,2010,3126
1037,Germany,Online Fraud,Peer Influence,2003,3456
1107,South Africa,Online Fraud,Peer Influence,2003,2840
1113,United States,Online Fraud,Peer Influence,2012,1037
1136,United Kingdom,Online Fraud,Peer Influence,2004,3763
1190,United Kingdom,Online Fraud,Peer Influence,2000,4387
1213,Russia,Online Fraud,Peer Influence,2014,733
1287,United States,Online Fraud,Peer Influence,2014,164
1299,United Kingdom,Online Fraud,Peer Influence,2001,3615
1357,United States,Online Fraud,Peer Influence,2011,3337
1414,Germany,Online Fraud,Peer Influence,2005,2476
1431,Germany,Online Fraud,Peer Influence,2005,1751
1439,United States,Online Fraud,Peer Influence,2002,3500
1499,Canada,Online Fraud,Peer Influence,2020,2461
1556,South Africa,Online Fraud,Peer Influence,2000,930
1728,India,Online Fraud,Peer Influence,2016,3606
1790,South Africa,Online Fraud,Peer Influence,2015,504
1903,United Kingdom,Online Fraud,Peer Influence,2020,3157
2030,Canada,Online Fraud,Peer Influence,2004,4964
2103,Canada,Online Fraud,Peer Influence,2007,2584
2175,Canada,Online Fraud,Peer Influence,2008,3349
2198,Germany,Online Fraud,Peer Influence,2015,4822
2234,Brazil,Online Fraud,Peer Influence,2020,3939
2403,United Kingdom,Online Fraud,Peer Influence,2018,3529
2429,Australia,Online Fraud,Peer Influence,2019,1096
2453,United States,Online Fraud,Peer Influence,2018,3245
2508,Australia,Online Fraud,Peer Influence,2009,1916
2511,India,Online Fraud,Peer Influence,2023,4577
2516,United Kingdom,Online Fraud,Peer Influence,2017,2348
2620,Russia,Online Fraud,Peer Influence,2009,1163
2691,Brazil,Online Fraud,Peer Influence,2011,4162
2704,Germany,Online Fraud,Peer Influence,2010,2002
2732,China,Online Fraud,Peer Influence,2007,2450
2744,Brazil,Online Fraud,Peer Influence,2008,2277
2750,Germany,Online Fraud,Peer Influence,2009,4065
2976,China,Online Fraud,Peer Influence,2023,2173
3024,United States,Online Fraud,Peer Influence,2009,3987
3107,United States,Online Fraud,Peer Influence,2016,1232
3319,Australia,Online Fraud,Peer Influence,2000,377
3450,Australia,Online Fraud,Peer Influence,2022,696
3451,Germany,Online Fraud,Peer Influence,2020,1625
3545,Germany,Online Fraud,Peer Influence,2016,4589
3568,Nigeria,Online Fraud,Peer Influence,2009,1494
3582,China,Online Fraud,Peer Influence,2015,2348
3646,China,Online Fraud,Peer Influence,2009,2203
3666,Nigeria,Online Fraud,Peer Influence,2006,538
3693,Nigeria,Online Fraud,Peer Influence,2015,1594
3785,Russia,Online Fraud,Peer Influence,2021,3140
3809,India,Online Fraud,Peer Influence,2017,3971
3812,India,Online Fraud,Peer Influence,2012,2758
3819,China,Online Fraud,Peer Influence,2010,1844
3921,South Africa,Online Fraud,Peer Influence,2009,4051
3946,South Africa,Online Fraud,Peer Influence,2002,2804
3979,Russia,Online Fraud,Peer Influence,2010,2811
3987,Nigeria,Online Fraud,Peer Influence,2017,533
4024,Australia,Online Fraud,Peer Influence,2012,3770
4169,United States,Online Fraud,Peer Influence,2000,61
4352,Russia,Online Fraud,Peer Influence,2009,1215
4476,India,Online Fraud,Peer Influence,2013,1172
4503,Russia,Online Fraud,Peer Influence,2016,3421
4694,Brazil,Online Fraud,Peer Influence,2008,1355
4702,United States,Online Fraud,Peer Influence,2023,3791
53,Canada,Online Fraud,Revenge,2001,291
106,Brazil,Online Fraud,Revenge,2023,3222
150,China,Online Fraud,Revenge,2005,906
170,China,Online Fraud,Revenge,2009,1470
248,Brazil,Online Fraud,Revenge,2016,1273
254,China,Online Fraud,Revenge,2005,999
338,Brazil,Online Fraud,Revenge,2001,1842
347,Brazil,Online Fraud,Revenge,2017,1305
391,United States,Online Fraud,Revenge,2022,1453
613,Australia,Online Fraud,Revenge,2003,2743
728,India,Online Fraud,Revenge,2022,721
790,China,Online Fraud,Revenge,2010,4588
831,Australia,Online Fraud,Revenge,2021,3459
861,Nigeria,Online Fraud,Revenge,2000,2778
1222,Brazil,Online Fraud,Revenge,2006,3261
1376,Russia,Online Fraud,Revenge,2003,4656
1441,China,Online Fraud,Revenge,2017,1307
1448,Brazil,Online Fraud,Revenge,2012,4363
1516,Brazil,Online Fraud,Revenge,2023,2826
1521,United Kingdom,Online Fraud,Revenge,2008,1378
1649,Canada,Online Fraud,Revenge,2023,2944
1683,United States,Online Fraud,Revenge,2011,4929
1686,India,Online Fraud,Revenge,2009,2000
1740,India,Online Fraud,Revenge,2000,1532
1837,Australia,Online Fraud,Revenge,2019,77
1899,China,Online Fraud,Revenge,2009,1727
1914,Nigeria,Online Fraud,Revenge,2010,4931
1958,Nigeria,Online Fraud,Revenge,2020,206
1959,United Kingdom,Online Fraud,Revenge,2006,1931
2109,China,Online Fraud,Revenge,2006,1705
2113,Australia,Online Fraud,Revenge,2021,3606
2131,India,Online Fraud,Revenge,2001,2802
2200,Australia,Online Fraud,Revenge,2016,2562
2241,Germany,Online Fraud,Revenge,2012,2665
2245,Nigeria,Online Fraud,Revenge,2009,259
2376,United Kingdom,Online Fraud,Revenge,2012,170
2541,Brazil,Online Fraud,Revenge,2004,1437
2584,United Kingdom,Online Fraud,Revenge,2015,4698
2591,Canada,Online Fraud,Revenge,2019,4709
2604,Brazil,Online Fraud,Revenge,2022,1384
2621,China,Online Fraud,Revenge,2005,2742
2631,Germany,Online Fraud,Revenge,2008,3628
2722,India,Online Fraud,Revenge,2016,1398
2734,Brazil,Online Fraud,Revenge,2013,1134
2764,Germany,Online Fraud,Revenge,2013,1049
2817,United States,Online Fraud,Revenge,2021,861
2860,Nigeria,Online Fraud,Revenge,2000,1999
2914,United States,Online Fraud,Revenge,2020,2422
2948,United Kingdom,Online Fraud,Revenge,2011,3010
3053,South Africa,Online Fraud,Revenge,2013,3430
3109,Brazil,Online Fraud,Revenge,2018,2406
3117,United Kingdom,Online Fraud,Revenge,2017,1637
3279,India,Online Fraud,Revenge,2003,4022
3287,China,Online Fraud,Revenge,2002,963
3409,United States,Online Fraud,Revenge,2000,1847
3428,Germany,Online Fraud,Revenge,2015,564
3486,Russia,Online Fraud,Revenge,2015,2983
3488,China,Online Fraud,Revenge,2005,416
3555,United States,Online Fraud,Revenge,2001,3738
3586,South Africa,Online Fraud,Revenge,2019,4788
3588,United Kingdom,Online Fraud,Revenge,2008,448
3657,China,Online Fraud,Revenge,2014,628
3889,Germany,Online Fraud,Revenge,2020,4144
3916,United States,Online Fraud,Revenge,2004,81
3937,Australia,Online Fraud,Revenge,2023,4993
4223,Brazil,Online Fraud,Revenge,2012,3970
4396,Australia,Online Fraud,Revenge,2020,2580
4415,Canada,Online Fraud,Revenge,2016,4032
4417,Russia,Online Fraud,Revenge,2002,4733
4577,United States,Online Fraud,Revenge,2011,3287
4593,Russia,Online Fraud,Revenge,2023,2290
123,Canada,Online Fraud,Political Motive,2001,98
